47,2016-01-22-46,378.5,69.0,12.0,7.0,2.0,2.0,51.0
48,2016-01-22-46,2472.5,398.0,103.0,80.5,2.0,2.0,51.0
49,2016-01-22-46,167.0,24.0,6.5,3.0,2.0,2.0,51.0
50,2016-01-22-46,55.0,14.0,6.0,2.0,2.0,2.0,51.0
51,2016-01-22-46,3824.0,803.5,186.0,126.5,2.0,2.0,51.0
52,2016-01-22-46,114.0,7.0,1.0,0.0,2.0,2.0,51.0
53,2016-01-22-46,267.0,27.5,6.0,10.0,2.0,2.0,51.0
54,2016-01-22-46,nan,nan,nan,nan,nan,nan,nan
55,2016-01-22-46,68.5,5.0,2.5,1.5,2.0,2.0,51.0
56,2016-01-22-46,200.5,12.5,5.5,1.0,2.0,2.0,51.0
57,2016-01-22-46,467.5,69.0,12.0,19.5,2.0,2.0,51.0
58,2016-01-22-46,153.5,24.5,5.0,5.0,2.0,2.0,51.0
59,2016-01-22-46,129.5,20.5,5.0,4.0,2.0,2.0,51.0
60,2016-01-22-46,76.0,7.5,2.5,1.5,2.0,2.0,51.0
61,2016-01-22-46,83.5,20.5,7.0,1.0,2.0,2.0,51.0
62,2016-01-22-46,33.0,2.0,8.0,0.0,2.0,2.0,51.0
63,2016-01-22-46,23.0,3.0,0.0,0.0,2.0,2.0,51.0
64,2016-01-22-46,357.5,38.0,12.5,8.0,2.0,2.0,51.0
65,2016-01-22-46,283.5,32.0,8.5,11.0,2.0,2.0,51.0
66,2016-01-22-46,237.0,48.5,9.5,9.5,2.0,2.0,51.0
1,2016-01-22-58,1760.0,365.0,121.5,67.0,4.0,1.0,53.0
2,2016-01-22-58,674.0,142.5,29.0,23.0,4.0,1.0,53.0
3,2016-01-22-58,253.5,51.5,12.5,8.0,4.0,1.0,53.0
4,2016-01-22-58,800.0,193.5,56.0,36.0,4.0,1.0,53.0
5,2016-01-22-58,108.0,19.0,6.0,3.5,4.0,1.0,53.0
6,2016-01-22-58,295.5,53.0,14.5,23.0,4.0,1.0,53.0
7,2016-01-22-58,1952.0,642.0,204.5,108.5,4.0,1.0,53.0
8,2016-01-22-58,2734.5,691.5,219.5,157.5,4.0,1.0,53.0
9,2016-01-22-58,626.0,110.5,25.5,25.5,4.0,1.0,53.0
10,2016-01-22-58,174.0,15.5,5.0,0.5,4.0,1.0,53.0
11,2016-01-22-58,794.0,153.5,35.5,18.0,4.0,1.0,53.0
12,2016-01-22-58,1744.5,318.0,79.0,56.5,4.0,1.0,53.0
13,2016-01-22-58,530.5,38.5,16.5,17.5,4.0,1.0,53.0
14,2016-01-22-58,1564.0,359.0,87.5,57.5,4.0,1.0,53.0
15,2016-01-22-58,17.0,0.0,0.0,0.0,4.0,1.0,53.0
16,2016-01-22-58,326.5,48.5,12.5,11.0,4.0,1.0,53.0
17,2016-01-22-58,378.0,40.5,17.0,8.5,4.0,1.0,53.0
18,2016-01-22-58,487.0,85.0,21.0,22.0,4.0,1.0,53.0
19,2016-01-22-58,1209.0,148.0,51.0,42.5,4.0,1.0,53.0
20,2016-01-22-58,1150.5,303.0,67.0,47.0,4.0,1.0,53.0
21,2016-01-22-58,916.5,123.5,41.0,34.5,4.0,1.0,53.0
22,2016-01-22-58,843.5,233.5,56.5,29.5,4.0,1.0,53.0
23,2016-01-22-58,2840.5,882.5,242.0,162.5,4.0,1.0,53.0
24,2016-01-22-58,1132.5,319.5,91.0,63.5,4.0,1.0,53.0
25,2016-01-22-58,781.5,122.5,38.0,30.5,4.0,1.0,53.0
26,2016-01-22-58,404.0,137.0,32.5,13.0,4.0,1.0,53.0
27,2016-01-22-58,1548.0,301.0,63.0,43.0,4.0,1.0,53.0
28,2016-01-22-58,1641.5,562.5,136.0,77.0,4.0,1.0,53.0
29,2016-01-22-58,774.0,188.5,37.5,37.5,4.0,1.0,53.0
30,2016-01-22-58,213.0,30.0,8.5,8.5,4.0,1.0,53.0
31,2016-01-22-58,628.0,69.5,18.0,15.0,4.0,1.0,53.0
32,2016-01-22-58,135.0,8.0,3.0,2.5,4.0,1.0,53.0
33,2016-01-22-58,255.5,79.5,17.0,6.0,4.0,1.0,53.0
34,2016-01-22-58,282.5,50.5,13.0,7.0,4.0,1.0,53.0
35,2016-01-22-58,292.5,76.0,24.0,13.0,4.0,1.0,53.0
36,2016-01-22-58,356.0,42.0,9.0,13.0,4.0,1.0,53.0
37,2016-01-22-58,1843.5,474.0,148.5,90.0,4.0,1.0,53.0
38,2016-01-22-58,334.5,89.0,20.0,11.5,4.0,1.0,53.0
39,2016-01-22-58,106.0,15.5,1.0,3.5,4.0,1.0,53.0
40,2016-01-22-58,271.5,45.0,11.5,3.0,4.0,1.0,53.0
41,2016-01-22-58,333.0,39.0,12.5,4.0,4.0,1.0,53.0
42,2016-01-22-58,1566.5,411.0,118.5,61.5,4.0,1.0,53.0
43,2016-01-22-58,156.5,9.5,1.5,1.5,4.0,1.0,53.0
44,2016-01-22-58,100.0,6.5,3.0,3.5,4.0,1.0,53.0
45,2016-01-22-58,179.0,6.5,2.5,0.5,4.0,1.0,53.0
46,2016-01-22-58,1400.0,378.0,122.5,76.5,4.0,1.0,53.0
47,2016-01-22-58,485.5,98.0,16.0,9.5,4.0,1.0,53.0
48,2016-01-22-58,2811.0,766.0,205.0,120.0,4.0,1.0,53.0
49,2016-01-22-58,226.5,16.0,1.5,2.0,4.0,1.0,53.0
50,2016-01-22-58,145.0,29.0,10.5,1.5,4.0,1.0,53.0
51,2016-01-22-58,3870.5,1628.0,386.0,247.5,4.0,1.0,53.0
52,2016-01-22-58,189.0,13.0,8.0,1.0,4.0,1.0,53.0
53,2016-01-22-58,419.5,76.0,10.5,11.0,4.0,1.0,53.0
54,2016-01-22-58,nan,nan,nan,nan,nan,nan,nan
55,2016-01-22-58,62.0,9.5,4.5,2.5,4.0,1.0,53.0
56,2016-01-22-58,264.0,33.0,9.0,8.0,4.0,1.0,53.0
57,2016-01-22-58,566.5,97.0,25.5,12.5,4.0,1.0,53.0
58,2016-01-22-58,190.0,34.5,11.0,5.0,4.0,1.0,53.0
59,2016-01-22-58,181.5,41.0,9.0,7.5,4.0,1.0,53.0
60,2016-01-22-58,98.0,21.5,5.5,1.5,4.0,1.0,53.0
61,2016-01-22-58,160.5,48.0,12.0,3.0,4.0,1.0,53.0
62,2016-01-22-58,30.0,1.0,7.0,0.0,4.0,1.0,53.0
63,2016-01-22-58,58.0,7.0,1.0,0.0,4.0,1.0,53.0
64,2016-01-22-58,429.5,127.5,41.0,20.5,4.0,1.0,53.0
65,2016-01-22-58,384.0,47.0,11.5,5.5,4.0,1.0,53.0
66,2016-01-22-58,251.5,105.5,25.5,16.5,4.0,1.0,53.0
1,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
2,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
3,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
4,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
5,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
6,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
7,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
8,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
9,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
10,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
11,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
12,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
13,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
14,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
15,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
16,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
17,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
18,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
19,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
20,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
21,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
22,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
23,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
24,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
25,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
26,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
27,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
28,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
29,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
30,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
31,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
32,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
33,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
34,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
35,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
36,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
37,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
38,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
39,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
40,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
41,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
42,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
43,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
44,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
45,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
46,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
47,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
48,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
49,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
50,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
51,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
52,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
53,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
54,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
55,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
56,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
57,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
58,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
59,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
60,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
61,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
62,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
63,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
64,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
65,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
66,2016-01-22-70,nan,nan,nan,nan,nan,nan,nan
1,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
2,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
3,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
4,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
5,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
6,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
7,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
8,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
9,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
10,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
11,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
12,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
13,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
14,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
15,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
16,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
17,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
18,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
19,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
20,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
21,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
22,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
23,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
24,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
25,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
26,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
27,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
28,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
29,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
30,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
31,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
32,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
33,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
34,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
35,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
36,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
37,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
38,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
39,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
40,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
41,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
42,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
43,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
44,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
45,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
46,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
47,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
48,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
49,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
50,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
51,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
52,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
53,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
54,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
55,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
56,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
57,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
58,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
59,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
60,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
61,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
62,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
63,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
64,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
65,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
66,2016-01-22-82,nan,nan,nan,nan,nan,nan,nan
1,2016-01-22-94,1639.0,318.0,106.0,81.0,6.0,1.0,64.0
2,2016-01-22-94,615.0,179.0,48.0,26.0,6.0,1.0,64.0
3,2016-01-22-94,nan,nan,nan,nan,nan,nan,nan
4,2016-01-22-94,704.0,191.0,48.0,41.0,6.0,1.0,64.0
5,2016-01-22-94,99.0,15.0,2.0,4.0,6.0,1.0,64.0
6,2016-01-22-94,347.0,43.0,14.0,17.0,6.0,1.0,64.0
7,2016-01-22-94,1932.0,638.0,229.0,158.0,6.0,1.0,64.0
8,2016-01-22-94,2812.0,482.0,175.0,151.0,6.0,1.0,64.0
9,2016-01-22-94,619.0,128.0,40.0,24.0,6.0,1.0,64.0
10,2016-01-22-94,169.0,16.0,4.0,2.0,6.0,1.0,64.0
11,2016-01-22-94,853.0,162.0,49.0,21.0,6.0,1.0,64.0
12,2016-01-22-94,1726.0,337.0,76.0,52.0,6.0,1.0,64.0
13,2016-01-22-94,576.0,55.0,18.0,20.0,6.0,1.0,64.0
14,2016-01-22-94,1557.0,287.0,60.0,48.0,6.0,1.0,64.0
15,2016-01-22-94,9.0,0.0,0.0,0.0,6.0,1.0,64.0
16,2016-01-22-94,245.0,41.0,18.0,15.0,6.0,1.0,64.0
17,2016-01-22-94,340.0,39.0,16.0,12.0,6.0,1.0,64.0
18,2016-01-22-94,456.0,53.0,22.0,20.0,6.0,1.0,64.0
19,2016-01-22-94,1153.0,150.0,39.0,25.0,6.0,1.0,64.0
20,2016-01-22-94,1048.0,231.0,58.0,40.0,6.0,1.0,64.0
21,2016-01-22-94,806.0,128.0,26.0,32.0,6.0,1.0,64.0
22,2016-01-22-94,737.0,170.0,70.0,19.0,6.0,1.0,64.0
23,2016-01-22-94,2899.0,767.0,266.0,196.0,6.0,1.0,64.0
24,2016-01-22-94,1127.0,230.0,71.0,37.0,6.0,1.0,64.0
25,2016-01-22-94,811.0,171.0,40.0,34.0,6.0,1.0,64.0
26,2016-01-22-94,366.0,75.0,23.0,31.0,6.0,1.0,64.0
27,2016-01-22-94,1438.0,350.0,68.0,56.0,6.0,1.0,64.0
28,2016-01-22-94,1550.0,436.0,125.0,74.0,6.0,1.0,64.0
29,2016-01-22-94,688.0,230.0,29.0,31.0,6.0,1.0,64.0
30,2016-01-22-94,166.0,25.0,16.0,3.0,6.0,1.0,64.0
31,2016-01-22-94,546.0,72.0,25.0,16.0,6.0,1.0,64.0
32,2016-01-22-94,171.0,14.0,0.0,5.0,6.0,1.0,64.0
33,2016-01-22-94,242.0,68.0,20.0,13.0,6.0,1.0,64.0
34,2016-01-22-94,243.0,31.0,24.0,11.0,6.0,1.0,64.0
35,2016-01-22-94,228.0,30.0,10.0,7.0,6.0,1.0,64.0
36,2016-01-22-94,333.0,41.0,4.0,12.0,6.0,1.0,64.0
37,2016-01-22-94,1753.0,390.0,131.0,105.0,6.0,1.0,64.0
38,2016-01-22-94,338.0,109.0,21.0,17.0,6.0,1.0,64.0
39,2016-01-22-94,126.0,17.0,6.0,6.0,6.0,1.0,64.0
40,2016-01-22-94,276.0,37.0,8.0,4.0,6.0,1.0,64.0
41,2016-01-22-94,315.0,57.0,8.0,6.0,6.0,1.0,64.0
42,2016-01-22-94,1535.0,436.0,110.0,62.0,6.0,1.0,64.0
43,2016-01-22-94,206.0,5.0,1.0,2.0,6.0,1.0,64.0
44,2016-01-22-94,nan,nan,nan,nan,nan,nan,nan
45,2016-01-22-94,157.0,13.0,0.0,0.0,6.0,1.0,64.0
46,2016-01-22-94,1400.0,290.0,85.0,62.0,6.0,1.0,64.0
47,2016-01-22-94,445.0,81.0,24.0,13.0,6.0,1.0,64.0
48,2016-01-22-94,2612.0,618.0,248.0,173.0,6.0,1.0,64.0
49,2016-01-22-94,219.0,36.0,10.0,5.0,6.0,1.0,64.0
50,2016-01-22-94,107.0,28.0,2.0,5.0,6.0,1.0,64.0
51,2016-01-22-94,3609.0,1683.0,525.0,347.0,6.0,1.0,64.0
52,2016-01-22-94,nan,nan,nan,nan,nan,nan,nan
53,2016-01-22-94,340.0,74.0,13.0,8.0,6.0,1.0,64.0
54,2016-01-22-94,nan,nan,nan,nan,nan,nan,nan
55,2016-01-22-94,88.0,22.0,6.0,3.0,6.0,1.0,64.0
56,2016-01-22-94,203.0,12.0,4.0,6.0,6.0,1.0,64.0
57,2016-01-22-94,571.0,102.0,24.0,23.0,6.0,1.0,64.0
58,2016-01-22-94,157.0,22.0,7.0,3.0,6.0,1.0,64.0
59,2016-01-22-94,172.0,18.0,8.0,1.0,6.0,1.0,64.0
60,2016-01-22-94,nan,nan,nan,nan,nan,nan,nan
61,2016-01-22-94,115.0,27.0,12.0,4.0,6.0,1.0,64.0
62,2016-01-22-94,nan,nan,nan,nan,nan,nan,nan
63,2016-01-22-94,nan,nan,nan,nan,nan,nan,nan
64,2016-01-22-94,492.0,80.0,26.0,18.0,6.0,1.0,64.0
65,2016-01-22-94,369.0,27.0,18.0,5.0,6.0,1.0,64.0
66,2016-01-22-94,299.0,59.0,13.0,13.0,6.0,1.0,64.0
1,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
2,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
3,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
4,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
5,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
6,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
7,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
8,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
9,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
10,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
11,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
12,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
13,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
14,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
15,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
16,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
17,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
18,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
19,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
20,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
21,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
22,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
23,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
24,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
25,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
26,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
27,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
28,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
29,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
30,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
31,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
32,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
33,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
34,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
35,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
36,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
37,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
38,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
39,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
40,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
41,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
42,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
43,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
44,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
45,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
46,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
47,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
48,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
49,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
50,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
51,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
52,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
53,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
54,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
55,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
56,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
57,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
58,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
59,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
60,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
61,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
62,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
63,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
64,2016-01-22-106,nan,nan,nan,nan,nan,nan,nan
